id,claim,claim_type
9405,If A>B and B>C then A>C.,LOGICAL
9406,AI is the greatest invention.,OPINION
9407,Python is the best language.,OPINION
9408,Python is the best language.,OPINION
9409,Paris is the capital of France.,FACTUAL
9410,If A>B and B>C then A>C.,LOGICAL
9411,Every square is a rectangle.,LOGICAL
9412,India became independent in 1947.,TEMPORAL
9413,15 + 27 = 42.,NUMERIC
9414,Mount Everest is the tallest mountain.,FACTUAL
9415,If A>B and B>C then A>C.,LOGICAL
9416,All mammals are animals.,LOGICAL
9417,Paris is the capital of France.,FACTUAL
9418,India became independent in 1947.,TEMPORAL
9419,15 + 27 = 42.,NUMERIC
9420,Every square is a rectangle.,LOGICAL
9421,The Earth is 149.6 million km from the Sun.,NUMERIC
9422,The Earth is 149.6 million km from the Sun.,NUMERIC
9423,Python is the best language.,OPINION
9424,India became independent in 1947.,TEMPORAL
9425,Paris is the capital of France.,FACTUAL
9426,15 + 27 = 42.,NUMERIC
9427,The company was founded in 2010.,TEMPORAL
9428,All mammals are animals.,LOGICAL
9429,The Earth is 149.6 million km from the Sun.,NUMERIC
9430,A triangle has 3 sides.,NUMERIC
9431,All mammals are animals.,LOGICAL
9432,Mount Everest is the tallest mountain.,FACTUAL
9433,If A>B and B>C then A>C.,LOGICAL
9434,Python is the best language.,OPINION
9435,The Olympics were held in Tokyo in 2021.,TEMPORAL
9436,The company was founded in 2010.,TEMPORAL
9437,Python is the best language.,OPINION
9438,The company was founded in 2010.,TEMPORAL
9439,The company was founded in 2010.,TEMPORAL
9440,A triangle has 3 sides.,NUMERIC
9441,Python is the best language.,OPINION
9442,The company was founded in 2010.,TEMPORAL
9443,15 + 27 = 42.,NUMERIC
9444,Water freezes at 0°C.,FACTUAL
9445,If A>B and B>C then A>C.,LOGICAL
9446,The company was founded in 2010.,TEMPORAL
9447,The Olympics were held in Tokyo in 2021.,TEMPORAL
9448,All mammals are animals.,LOGICAL
9449,This movie is fantastic.,OPINION
9450,India became independent in 1947.,TEMPORAL
9451,A triangle has 3 sides.,NUMERIC
9452,15 + 27 = 42.,NUMERIC
9453,The Earth is 149.6 million km from the Sun.,NUMERIC
9454,15 + 27 = 42.,NUMERIC
9455,Python is the best language.,OPINION
9456,The Olympics were held in Tokyo in 2021.,TEMPORAL
9457,If A>B and B>C then A>C.,LOGICAL
9458,This movie is fantastic.,OPINION
9459,India became independent in 1947.,TEMPORAL
9460,15 + 27 = 42.,NUMERIC
9461,This movie is fantastic.,OPINION
9462,Water freezes at 0°C.,FACTUAL
9463,Water freezes at 0°C.,FACTUAL
9464,If A>B and B>C then A>C.,LOGICAL
9465,The Earth is 149.6 million km from the Sun.,NUMERIC
9466,All mammals are animals.,LOGICAL
9467,The Olympics were held in Tokyo in 2021.,TEMPORAL
9468,Water freezes at 0°C.,FACTUAL
9469,The Earth is 149.6 million km from the Sun.,NUMERIC
9470,If A>B and B>C then A>C.,LOGICAL
9471,AI is the greatest invention.,OPINION
9472,If A>B and B>C then A>C.,LOGICAL
9473,The Earth is 149.6 million km from the Sun.,NUMERIC
9474,A triangle has 3 sides.,NUMERIC
9475,The Earth is 149.6 million km from the Sun.,NUMERIC
9476,A triangle has 3 sides.,NUMERIC
9477,The company was founded in 2010.,TEMPORAL
9478,All mammals are animals.,LOGICAL
9479,Paris is the capital of France.,FACTUAL
9480,Mount Everest is the tallest mountain.,FACTUAL
9481,Paris is the capital of France.,FACTUAL
9482,This movie is fantastic.,OPINION
9483,All mammals are animals.,LOGICAL
9484,15 + 27 = 42.,NUMERIC
9485,Water freezes at 0°C.,FACTUAL
9486,15 + 27 = 42.,NUMERIC
9487,The Earth is 149.6 million km from the Sun.,NUMERIC
9488,The company was founded in 2010.,TEMPORAL
9489,The company was founded in 2010.,TEMPORAL
9490,AI is the greatest invention.,OPINION
9491,Paris is the capital of France.,FACTUAL
9492,The Olympics were held in Tokyo in 2021.,TEMPORAL
9493,Paris is the capital of France.,FACTUAL
9494,AI is the greatest invention.,OPINION
9495,Mount Everest is the tallest mountain.,FACTUAL
9496,Paris is the capital of France.,FACTUAL
9497,The Earth is 149.6 million km from the Sun.,NUMERIC
9498,All mammals are animals.,LOGICAL
9499,The company was founded in 2010.,TEMPORAL
9500,The company was founded in 2010.,TEMPORAL
9501,AI is the greatest invention.,OPINION
9502,This movie is fantastic.,OPINION
9503,15 + 27 = 42.,NUMERIC
9504,Every square is a rectangle.,LOGICAL
9505,India became independent in 1947.,TEMPORAL
9506,AI is the greatest invention.,OPINION
9507,Every square is a rectangle.,LOGICAL
9508,A triangle has 3 sides.,NUMERIC
9509,India became independent in 1947.,TEMPORAL
9510,If A>B and B>C then A>C.,LOGICAL
9511,A triangle has 3 sides.,NUMERIC
9512,If A>B and B>C then A>C.,LOGICAL
9513,The company was founded in 2010.,TEMPORAL
9514,The Olympics were held in Tokyo in 2021.,TEMPORAL
9515,If A>B and B>C then A>C.,LOGICAL
9516,The Earth is 149.6 million km from the Sun.,NUMERIC
9517,India became independent in 1947.,TEMPORAL
9518,The Earth is 149.6 million km from the Sun.,NUMERIC
9519,A triangle has 3 sides.,NUMERIC
9520,15 + 27 = 42.,NUMERIC
9521,Paris is the capital of France.,FACTUAL
9522,AI is the greatest invention.,OPINION
9523,15 + 27 = 42.,NUMERIC
9524,All mammals are animals.,LOGICAL
9525,A triangle has 3 sides.,NUMERIC
9526,Water freezes at 0°C.,FACTUAL
9527,The company was founded in 2010.,TEMPORAL
9528,The company was founded in 2010.,TEMPORAL
9529,A triangle has 3 sides.,NUMERIC
9530,If A>B and B>C then A>C.,LOGICAL
9531,All mammals are animals.,LOGICAL
9532,Python is the best language.,OPINION
9533,This movie is fantastic.,OPINION
9534,The Earth is 149.6 million km from the Sun.,NUMERIC
9535,Water freezes at 0°C.,FACTUAL
9536,The Earth is 149.6 million km from the Sun.,NUMERIC
9537,The Earth is 149.6 million km from the Sun.,NUMERIC
9538,Paris is the capital of France.,FACTUAL
9539,Water freezes at 0°C.,FACTUAL
9540,All mammals are animals.,LOGICAL
9541,If A>B and B>C then A>C.,LOGICAL
9542,Every square is a rectangle.,LOGICAL
9543,The Olympics were held in Tokyo in 2021.,TEMPORAL
9544,The Earth is 149.6 million km from the Sun.,NUMERIC
9545,Every square is a rectangle.,LOGICAL
9546,The company was founded in 2010.,TEMPORAL
9547,15 + 27 = 42.,NUMERIC
9548,The Earth is 149.6 million km from the Sun.,NUMERIC
9549,All mammals are animals.,LOGICAL
9550,If A>B and B>C then A>C.,LOGICAL
9551,15 + 27 = 42.,NUMERIC
9552,15 + 27 = 42.,NUMERIC
9553,Python is the best language.,OPINION
9554,If A>B and B>C then A>C.,LOGICAL
9555,A triangle has 3 sides.,NUMERIC
9556,The Earth is 149.6 million km from the Sun.,NUMERIC
9557,Paris is the capital of France.,FACTUAL
9558,The company was founded in 2010.,TEMPORAL
9559,The company was founded in 2010.,TEMPORAL
9560,The Olympics were held in Tokyo in 2021.,TEMPORAL
9561,Paris is the capital of France.,FACTUAL
9562,Every square is a rectangle.,LOGICAL
9563,15 + 27 = 42.,NUMERIC
9564,The Earth is 149.6 million km from the Sun.,NUMERIC
9565,This movie is fantastic.,OPINION
9566,This movie is fantastic.,OPINION
9567,Python is the best language.,OPINION
9568,Python is the best language.,OPINION
9569,The Earth is 149.6 million km from the Sun.,NUMERIC
9570,Water freezes at 0°C.,FACTUAL
9571,Python is the best language.,OPINION
9572,The company was founded in 2010.,TEMPORAL
9573,All mammals are animals.,LOGICAL
9574,The Olympics were held in Tokyo in 2021.,TEMPORAL
9575,Water freezes at 0°C.,FACTUAL
9576,Python is the best language.,OPINION
9577,Water freezes at 0°C.,FACTUAL
9578,If A>B and B>C then A>C.,LOGICAL
9579,Python is the best language.,OPINION
9580,The Earth is 149.6 million km from the Sun.,NUMERIC
9581,AI is the greatest invention.,OPINION
9582,If A>B and B>C then A>C.,LOGICAL
9583,The company was founded in 2010.,TEMPORAL
9584,Paris is the capital of France.,FACTUAL
9585,This movie is fantastic.,OPINION
9586,If A>B and B>C then A>C.,LOGICAL
9587,Mount Everest is the tallest mountain.,FACTUAL
9588,15 + 27 = 42.,NUMERIC
9589,The Earth is 149.6 million km from the Sun.,NUMERIC
9590,The Earth is 149.6 million km from the Sun.,NUMERIC
9591,Water freezes at 0°C.,FACTUAL
9592,Paris is the capital of France.,FACTUAL
9593,The company was founded in 2010.,TEMPORAL
9594,This movie is fantastic.,OPINION
9595,Mount Everest is the tallest mountain.,FACTUAL
9596,The company was founded in 2010.,TEMPORAL
9597,Water freezes at 0°C.,FACTUAL
9598,AI is the greatest invention.,OPINION
9599,Python is the best language.,OPINION
9600,This movie is fantastic.,OPINION
9601,Paris is the capital of France.,FACTUAL
9602,Every square is a rectangle.,LOGICAL
9603,India became independent in 1947.,TEMPORAL
9604,Python is the best language.,OPINION
9605,15 + 27 = 42.,NUMERIC
9606,All mammals are animals.,LOGICAL
9607,The company was founded in 2010.,TEMPORAL
9608,The Earth is 149.6 million km from the Sun.,NUMERIC
9609,Paris is the capital of France.,FACTUAL
9610,A triangle has 3 sides.,NUMERIC
9611,India became independent in 1947.,TEMPORAL
9612,The company was founded in 2010.,TEMPORAL
9613,The Olympics were held in Tokyo in 2021.,TEMPORAL
9614,The Earth is 149.6 million km from the Sun.,NUMERIC
9615,A triangle has 3 sides.,NUMERIC
9616,The Earth is 149.6 million km from the Sun.,NUMERIC
9617,Water freezes at 0°C.,FACTUAL
9618,The company was founded in 2010.,TEMPORAL
9619,Python is the best language.,OPINION
9620,Paris is the capital of France.,FACTUAL
9621,15 + 27 = 42.,NUMERIC
9622,Paris is the capital of France.,FACTUAL
9623,Water freezes at 0°C.,FACTUAL
9624,15 + 27 = 42.,NUMERIC
9625,If A>B and B>C then A>C.,LOGICAL
9626,Mount Everest is the tallest mountain.,FACTUAL
9627,This movie is fantastic.,OPINION
9628,AI is the greatest invention.,OPINION
9629,Every square is a rectangle.,LOGICAL
9630,This movie is fantastic.,OPINION
9631,Water freezes at 0°C.,FACTUAL
9632,Water freezes at 0°C.,FACTUAL
9633,The Earth is 149.6 million km from the Sun.,NUMERIC
9634,A triangle has 3 sides.,NUMERIC
9635,The company was founded in 2010.,TEMPORAL
9636,Mount Everest is the tallest mountain.,FACTUAL
9637,Paris is the capital of France.,FACTUAL
9638,15 + 27 = 42.,NUMERIC
9639,India became independent in 1947.,TEMPORAL
9640,Python is the best language.,OPINION
9641,AI is the greatest invention.,OPINION
9642,Every square is a rectangle.,LOGICAL
9643,India became independent in 1947.,TEMPORAL
9644,The Olympics were held in Tokyo in 2021.,TEMPORAL
9645,All mammals are animals.,LOGICAL
9646,This movie is fantastic.,OPINION
9647,15 + 27 = 42.,NUMERIC
9648,A triangle has 3 sides.,NUMERIC
9649,Every square is a rectangle.,LOGICAL
9650,Mount Everest is the tallest mountain.,FACTUAL
9651,A triangle has 3 sides.,NUMERIC
9652,Every square is a rectangle.,LOGICAL
9653,If A>B and B>C then A>C.,LOGICAL
9654,The company was founded in 2010.,TEMPORAL
9655,India became independent in 1947.,TEMPORAL
9656,Paris is the capital of France.,FACTUAL
9657,All mammals are animals.,LOGICAL
9658,Mount Everest is the tallest mountain.,FACTUAL
9659,India became independent in 1947.,TEMPORAL
9660,The company was founded in 2010.,TEMPORAL
9661,The Olympics were held in Tokyo in 2021.,TEMPORAL
9662,Water freezes at 0°C.,FACTUAL
9663,All mammals are animals.,LOGICAL
9664,15 + 27 = 42.,NUMERIC
9665,Python is the best language.,OPINION
9666,AI is the greatest invention.,OPINION
9667,AI is the greatest invention.,OPINION
9668,If A>B and B>C then A>C.,LOGICAL
9669,Python is the best language.,OPINION
9670,India became independent in 1947.,TEMPORAL
9671,AI is the greatest invention.,OPINION
9672,India became independent in 1947.,TEMPORAL
9673,The company was founded in 2010.,TEMPORAL
9674,If A>B and B>C then A>C.,LOGICAL
9675,Paris is the capital of France.,FACTUAL
9676,Water freezes at 0°C.,FACTUAL
9677,A triangle has 3 sides.,NUMERIC
9678,The Olympics were held in Tokyo in 2021.,TEMPORAL
9679,The Earth is 149.6 million km from the Sun.,NUMERIC
9680,The Olympics were held in Tokyo in 2021.,TEMPORAL
9681,Mount Everest is the tallest mountain.,FACTUAL
9682,India became independent in 1947.,TEMPORAL
9683,If A>B and B>C then A>C.,LOGICAL
9684,The Olympics were held in Tokyo in 2021.,TEMPORAL
9685,Paris is the capital of France.,FACTUAL
9686,The Olympics were held in Tokyo in 2021.,TEMPORAL
9687,A triangle has 3 sides.,NUMERIC
9688,Paris is the capital of France.,FACTUAL
9689,Python is the best language.,OPINION
9690,AI is the greatest invention.,OPINION
9691,India became independent in 1947.,TEMPORAL
9692,Water freezes at 0°C.,FACTUAL
9693,The Olympics were held in Tokyo in 2021.,TEMPORAL
9694,Paris is the capital of France.,FACTUAL
9695,AI is the greatest invention.,OPINION
9696,AI is the greatest invention.,OPINION
9697,15 + 27 = 42.,NUMERIC
9698,The Olympics were held in Tokyo in 2021.,TEMPORAL
9699,Python is the best language.,OPINION
9700,Mount Everest is the tallest mountain.,FACTUAL
9701,Python is the best language.,OPINION
9702,This movie is fantastic.,OPINION
9703,Python is the best language.,OPINION
9704,India became independent in 1947.,TEMPORAL
9705,All mammals are animals.,LOGICAL
9706,The Olympics were held in Tokyo in 2021.,TEMPORAL
9707,Mount Everest is the tallest mountain.,FACTUAL
9708,The Olympics were held in Tokyo in 2021.,TEMPORAL
9709,Paris is the capital of France.,FACTUAL
9710,Paris is the capital of France.,FACTUAL
9711,AI is the greatest invention.,OPINION
9712,Water freezes at 0°C.,FACTUAL
9713,Water freezes at 0°C.,FACTUAL
9714,The Olympics were held in Tokyo in 2021.,TEMPORAL
9715,AI is the greatest invention.,OPINION
9716,India became independent in 1947.,TEMPORAL
9717,Python is the best language.,OPINION
9718,15 + 27 = 42.,NUMERIC
9719,India became independent in 1947.,TEMPORAL
9720,A triangle has 3 sides.,NUMERIC
9721,Python is the best language.,OPINION
9722,Mount Everest is the tallest mountain.,FACTUAL
9723,Water freezes at 0°C.,FACTUAL
9724,A triangle has 3 sides.,NUMERIC
9725,15 + 27 = 42.,NUMERIC
9726,AI is the greatest invention.,OPINION
9727,All mammals are animals.,LOGICAL
9728,This movie is fantastic.,OPINION
9729,Python is the best language.,OPINION
9730,The Earth is 149.6 million km from the Sun.,NUMERIC
9731,AI is the greatest invention.,OPINION
9732,Water freezes at 0°C.,FACTUAL
9733,A triangle has 3 sides.,NUMERIC
9734,All mammals are animals.,LOGICAL
9735,This movie is fantastic.,OPINION
9736,India became independent in 1947.,TEMPORAL
9737,Every square is a rectangle.,LOGICAL
9738,Every square is a rectangle.,LOGICAL
9739,The Olympics were held in Tokyo in 2021.,TEMPORAL
9740,A triangle has 3 sides.,NUMERIC
9741,Mount Everest is the tallest mountain.,FACTUAL
9742,If A>B and B>C then A>C.,LOGICAL
9743,This movie is fantastic.,OPINION
9744,Paris is the capital of France.,FACTUAL
9745,Every square is a rectangle.,LOGICAL
9746,A triangle has 3 sides.,NUMERIC
9747,The company was founded in 2010.,TEMPORAL
9748,A triangle has 3 sides.,NUMERIC
9749,A triangle has 3 sides.,NUMERIC
9750,AI is the greatest invention.,OPINION
9751,15 + 27 = 42.,NUMERIC
9752,Paris is the capital of France.,FACTUAL
9753,A triangle has 3 sides.,NUMERIC
9754,Mount Everest is the tallest mountain.,FACTUAL
9755,Mount Everest is the tallest mountain.,FACTUAL
9756,All mammals are animals.,LOGICAL
9757,The Earth is 149.6 million km from the Sun.,NUMERIC
9758,Mount Everest is the tallest mountain.,FACTUAL
9759,Mount Everest is the tallest mountain.,FACTUAL
9760,A triangle has 3 sides.,NUMERIC
9761,Mount Everest is the tallest mountain.,FACTUAL
9762,Water freezes at 0°C.,FACTUAL
9763,Water freezes at 0°C.,FACTUAL
9764,The Earth is 149.6 million km from the Sun.,NUMERIC
9765,15 + 27 = 42.,NUMERIC
9766,Water freezes at 0°C.,FACTUAL
9767,The Olympics were held in Tokyo in 2021.,TEMPORAL
9768,Every square is a rectangle.,LOGICAL
9769,Python is the best language.,OPINION
9770,The Olympics were held in Tokyo in 2021.,TEMPORAL
9771,A triangle has 3 sides.,NUMERIC
9772,15 + 27 = 42.,NUMERIC
9773,If A>B and B>C then A>C.,LOGICAL
9774,A triangle has 3 sides.,NUMERIC
9775,The Earth is 149.6 million km from the Sun.,NUMERIC
9776,If A>B and B>C then A>C.,LOGICAL
9777,All mammals are animals.,LOGICAL
9778,India became independent in 1947.,TEMPORAL
9779,If A>B and B>C then A>C.,LOGICAL
9780,15 + 27 = 42.,NUMERIC
9781,Mount Everest is the tallest mountain.,FACTUAL
9782,Every square is a rectangle.,LOGICAL
9783,India became independent in 1947.,TEMPORAL
9784,All mammals are animals.,LOGICAL
9785,India became independent in 1947.,TEMPORAL
9786,The Olympics were held in Tokyo in 2021.,TEMPORAL
9787,The Earth is 149.6 million km from the Sun.,NUMERIC
9788,Water freezes at 0°C.,FACTUAL
9789,AI is the greatest invention.,OPINION
9790,This movie is fantastic.,OPINION
9791,The Olympics were held in Tokyo in 2021.,TEMPORAL
9792,The Earth is 149.6 million km from the Sun.,NUMERIC
9793,A triangle has 3 sides.,NUMERIC
9794,The Olympics were held in Tokyo in 2021.,TEMPORAL
9795,If A>B and B>C then A>C.,LOGICAL
9796,The Earth is 149.6 million km from the Sun.,NUMERIC
9797,The Earth is 149.6 million km from the Sun.,NUMERIC
9798,15 + 27 = 42.,NUMERIC
9799,A triangle has 3 sides.,NUMERIC
9800,If A>B and B>C then A>C.,LOGICAL
9801,A triangle has 3 sides.,NUMERIC
9802,Python is the best language.,OPINION
9803,15 + 27 = 42.,NUMERIC
9804,The company was founded in 2010.,TEMPORAL
9805,The company was founded in 2010.,TEMPORAL
9806,The company was founded in 2010.,TEMPORAL
9807,Water freezes at 0°C.,FACTUAL
9808,This movie is fantastic.,OPINION
9809,All mammals are animals.,LOGICAL
9810,Mount Everest is the tallest mountain.,FACTUAL
9811,Paris is the capital of France.,FACTUAL
9812,The Olympics were held in Tokyo in 2021.,TEMPORAL
9813,A triangle has 3 sides.,NUMERIC
9814,Python is the best language.,OPINION
9815,Python is the best language.,OPINION
9816,A triangle has 3 sides.,NUMERIC
9817,Every square is a rectangle.,LOGICAL
9818,Paris is the capital of France.,FACTUAL
9819,Water freezes at 0°C.,FACTUAL
9820,This movie is fantastic.,OPINION
9821,This movie is fantastic.,OPINION
9822,Water freezes at 0°C.,FACTUAL
9823,15 + 27 = 42.,NUMERIC
9824,Mount Everest is the tallest mountain.,FACTUAL
