id,response,atomic_claims
6953,India created gravity in 1969 and the event influenced modern science.,"[""India created gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6954,Newton announced gravity in 1928 and the event influenced modern science.,"[""Newton announced gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6955,Einstein developed gravity in 2020 and the event influenced modern science.,"[""Einstein developed gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6956,WHO launched a vaccine in 1947 and the event influenced modern science.,"[""WHO launched a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6957,Newton created a vaccine in 1928 and the event influenced modern science.,"[""Newton created a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6958,NASA announced gravity in 2024 and the event influenced modern science.,"[""NASA announced gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6959,Einstein discovered a framework in 1928 and the event influenced modern science.,"[""Einstein discovered a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6960,Newton developed a satellite in 2020 and the event influenced modern science.,"[""Newton developed a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6961,Google discovered relativity in 2024 and the event influenced modern science.,"[""Google discovered relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6962,Newton discovered a framework in 1928 and the event influenced modern science.,"[""Newton discovered a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6963,NASA announced a satellite in 1969 and the event influenced modern science.,"[""NASA announced a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6964,NASA announced a satellite in 1928 and the event influenced modern science.,"[""NASA announced a satellite."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6965,WHO announced a vaccine in 1969 and the event influenced modern science.,"[""WHO announced a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
6966,NASA launched a vaccine in 1947 and the event influenced modern science.,"[""NASA launched a vaccine."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
6967,Marie Curie launched a framework in 1905 and the event influenced modern science.,"[""Marie Curie launched a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6968,Einstein launched a framework in 1905 and the event influenced modern science.,"[""Einstein launched a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6969,Google launched a vaccine in 1928 and the event influenced modern science.,"[""Google launched a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6970,Marie Curie discovered gravity in 1905 and the event influenced modern science.,"[""Marie Curie discovered gravity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6971,Einstein announced a framework in 1928 and the event influenced modern science.,"[""Einstein announced a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6972,Google launched a vaccine in 1928 and the event influenced modern science.,"[""Google launched a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6973,Einstein discovered a framework in 2020 and the event influenced modern science.,"[""Einstein discovered a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6974,India developed relativity in 2024 and the event influenced modern science.,"[""India developed relativity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6975,Einstein developed gravity in 1928 and the event influenced modern science.,"[""Einstein developed gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
6976,Marie Curie discovered a vaccine in 2024 and the event influenced modern science.,"[""Marie Curie discovered a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6977,Google launched a vaccine in 2024 and the event influenced modern science.,"[""Google launched a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6978,WHO discovered a satellite in 1905 and the event influenced modern science.,"[""WHO discovered a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6979,Einstein announced a vaccine in 1905 and the event influenced modern science.,"[""Einstein announced a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6980,NASA developed a satellite in 1905 and the event influenced modern science.,"[""NASA developed a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6981,NASA announced a vaccine in 2024 and the event influenced modern science.,"[""NASA announced a vaccine."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6982,Newton launched gravity in 2024 and the event influenced modern science.,"[""Newton launched gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
6983,WHO launched a vaccine in 2020 and the event influenced modern science.,"[""WHO launched a vaccine."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
6984,NASA announced relativity in 1905 and the event influenced modern science.,"[""NASA announced relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
6985,NASA launched a framework in 1928 and the event influenced modern science.,"[""NASA launched a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
